id,movie,year,imdb,metascore,votes,runtime,genres,storyPlot,director,actor1,actor2,actor3,actor4,actor1_as,actor2_as,actor3_as,actor4_as,actor1_pic,actor2_pic,actor3_pic,actor4_pic,director_link,actor1_link,actor2_link,actor3_link,actor4_link,links,small_posters,google_image1,google_image2,google_image3,google_image4,google_image5,youtube_notEmbed,youtube,release_date,Unnamed: 5,Plot
0,Top Gun: Maverick,2022,8.6,78,158436,130,"Action, Drama            ","After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.",Joseph Kosinski,Tom Cruise,Jennifer Connelly,Miles Teller,Val Kilmer,as Capt. Pete 'Maverick' Mitchell,as Penny Benjamin,as Lt. Bradley 'Rooster' Bradshaw,as Adm. Tom 'Iceman' Kazansky,"https://m.media-amazon.com/images/M/MV5BYTFlOTdjMjgtNmY0ZC00MDgxLThjNmEtZGIxZTQyZDdkMTRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY317_CR10,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNWM0OTlhYmQtZWI0NS00NzM0LWE5YjItMWZmYzkzY2FmNTc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTY2MzM2NzAxNF5BMl5BanBnXkFtZTgwMDIyMzg1NDE@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_UY317_CR4,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2676052/,https://www.imdb.com/name/nm0000129?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0000124?ref_=tt_cl_t_2,https://www.imdb.com/name/nm1886602?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0000174?ref_=tt_cl_t_4,https://imdb.com/title/tt1745960/,"https://m.media-amazon.com/images/M/MV5BMmIwZDMyYWUtNTU0ZS00ODJhLTg2ZmEtMTk5ZmYzODcxODYxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMnEQKolhg4Vzu7bpvxuAHAT9znYcP3TtzhjSGn3QWvJ18qTjxPauepDMbmq8&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2AlpZZPGLQG1nR0WpqxrSo1BjUKY1yokThLtmIfUdQg0YLzlQk07EU7bupQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7eaGOLceV6-Yuitc7zb8v5gU-T-sqEYwnVc2c4Yx9-u9HdFIqCILhIF-BXcA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyMKIfPeWlgP7JFrRFp1_SU2FLSDWWn4IWMIJQx95NTOsXqEOZQqKv-6zPkag&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmjiypAk0Cezzh9_Naodgf1ySGUjn5FGqRc33ck_VpeZjVQ3yqO0p1SNdZPQ&s,https://youtu.be/giXco2jaZ_4,https://www.youtube.com/embed/giXco2jaZ_4,"May 27, 2022",,"Over thirty years after graduating from TOPGUN,[b] United States Navy Captain Pete ""Maverick"" Mitchell is a test pilot. While he has won many honors, repeated insubordination has kept him from flag rank.[c] His friend and former TOPGUN rival, Tom ""Iceman"" Kazansky, is now commander of the U.S. Pacific Fleet and has often protected Maverick from being grounded. Rear Admiral Chester ""Hammer"" Cain cancels Maverick's ""Darkstar"" scramjet program in favor of funding drones. Before he can officially do so, Maverick sets a new flight plan to push into high-hypersonic speed, accomplishing the program's goal. The prototype is destroyed, however, when he pushes beyond Mach 10. Hammer cannot punish Maverick, as Iceman again saves his career by ordering him to NAS North Island for his next assignment, but warns that the era of manned fighter aircraft will soon end.

The Navy has been tasked with destroying an unsanctioned uranium enrichment plant, which sits in a deep depression at the end of a canyon. It is defended by SA-3 Goa surface-to-air missiles (SAMs) and what appear to be fifth-generation Sukhoi Su-57[d] fighters. Maverick devises a plan to attack with two pairs of F/A-18E/F Super Hornets. Although he wants to fly the mission, Maverick's job is to train an elite group of TOPGUN graduates assembled by air boss Vice Admiral Beau ""Cyclone"" Simpson, who dislikes Maverick's unorthodox methods.

Maverick out-dogfights his skeptical students to demonstrate that very low-altitude precision flying, not high-altitude attacks, is necessary. Lieutenants Jake ""Hangman"" Seresin and Bradley ""Rooster"" Bradshaw—son of Maverick's late best friend and RIO Nick ""Goose"" Bradshaw—clash; Rooster dislikes Hangman's cavalier attitude, while Hangman criticizes Rooster's cautious flying. Maverick reunites with former girlfriend Penny Benjamin, to whom he reveals that Rooster's now-dead mother made him promise that Rooster would not become a pilot. Rooster, unaware of the promise, resents Maverick for impeding his military career and blames him for his father's death.

While teaching teamwork and convincing students that the mission is viable, Maverick fears Rooster may be right about Goose's death. He is reluctant to further interfere with Rooster's career but also does not want to send him on the very dangerous mission. Maverick relays his doubts to Iceman, who has throat cancer; before dying he reassures him that ""the Navy needs Maverick"". With his protector gone, Cyclone removes Maverick as instructor and relaxes the mission parameters, which are easier to accomplish but make escape much more difficult. During Cyclone's announcement, Maverick makes an unauthorized flight through the training course with his preferred parameters, proving that it can be done. Cyclone reluctantly appoints Maverick as team leader.

Maverick flies the lead F/A-18E in the strike package, buddy lasing for an F/A-18F flown by Lieutenant Natasha ""Phoenix"" Trace and WSO Lieutenant Robert ""Bob"" Floyd. Rooster will lead the second strike pair, which includes Lieutenant Reuben ""Payback"" Fitch and WSO Lieutenant Mickey ""Fanboy"" Garcia. After the four jets launch from USS Theodore Roosevelt, guided missile cruiser USS Leyte Gulf fires Tomahawk cruise missiles to destroy the nearby air base. The team successfully destroys the plant but engage SAMs during their escape. Rooster runs out of countermeasures, and Maverick sacrifices his jet to protect Rooster. Believing Maverick to be killed, the others are ordered back to the carrier. Rooster returns to find Maverick safely ejected and being targeted by an Mi-24 gunship. After destroying the gunship, he is shot down by a SAM and ejects. The two rendezvous and steal an F-14 Tomcat from the destroyed air base. Maverick and Rooster manage to destroy two Su-57s, but a third arrives as they run out of ammunition and countermeasures. Hangman, arriving from standby, shoots down the Su-57 and the planes return to the carrier.

Later, Maverick and Rooster work together on a P-51 Mustang. Rooster looks at a photo of their mission's success, pinned alongside a photo of his late father and a young Maverick, as Penny and Maverick fly off into the sunset in the Mustang."
1,Everything Everywhere All at Once,2022,8.3,81,113065,139,"Action, Adventure, Comedy            ","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led.",Dan Kwan,Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,James Hong,as Evelyn Wang,as Joy Wang,as Waymond Wang,as Gong Gong,"https://m.media-amazon.com/images/M/MV5BMTg0NTI0NDkzOF5BMl5BanBnXkFtZTcwMjYwMTIwNw@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNmMxMjI0ZGItYThmMi00YTM0LTg5M2QtNTQxOTdmM2I5NDg3XkEyXkFqcGdeQXVyNTU0MjY5MjE@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMmMyN2MxMjQtNDFjYi00MTE3LTgwYTMtZmQzODUyZGUwYmExXkEyXkFqcGdeQXVyMTM5NDUxMTA@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjM0MTQxOTA4MF5BMl5BanBnXkFtZTgwODE1OTcyMjE@._V1_UY317_CR131,0,214,317_AL_.jpg",https://www.imdb.com/name/nm3453283/,https://www.imdb.com/name/nm0000706?ref_=tt_cl_t_1,https://www.imdb.com/name/nm3513533?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0702841?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0393222?ref_=tt_cl_t_4,https://imdb.com/title/tt6710474/,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY209_CR2,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAvPPKdELyj1O8SWWcX2GX8heLEtCUJZO11Y_vXcyyMMtge5nfsmtljITD1A&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1kPDaq6x0StHW2uKudnnl_jrqKBShEFpU6aKm5NEyensUyTdmzIBzZNcyFQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-EnT08bZc4_CRtY-EPKb48rS6KEj9JnBZamLTmeFCWPHNdClGrY2G3hIbuQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8hXoqnUJgwMx5eu3BmyQ63QdAXeujkzAWisbGOapTMOIIZS5oA6XJTt_Xlw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOH1Cw-GxBfQJd1iEgnLpLGR0oZ58yVMaA97GvVUPNKHSmpCrAe3WJWzP29Q&s,https://youtu.be/wxN1T1uxQ2g,https://www.youtube.com/embed/wxN1T1uxQ2g,"Mar 25, 2022",,"Part 1: Everything
Evelyn Quan Wang is a Chinese-American woman who runs a struggling laundromat with her husband, Waymond. Tensions are high due to the laundromat being audited by the IRS. Additionally, Waymond is trying to give Evelyn divorce papers; Evelyn's demanding father, Gong Gong,[a] has just arrived from Hong Kong; and Evelyn's daughter, Joy, has been trying to get her mother to accept her girlfriend, Becky.

While at the IRS building for a meeting with IRS inspector Deirdre Beaubeirdre, Waymond's personality changes when his body is briefly taken over by Alpha Waymond, a version of Waymond from a universe he calls the ""Alphaverse"". Alpha Waymond explains to Evelyn that many parallel universes exist, since every choice made creates a new universe. The people of the Alphaverse, led by the late Alpha Evelyn, developed ""verse-jumping"" technology that allows people to access the skills, memories, and body of their parallel universe counterparts by fulfilling specific conditions. The multiverse is being threatened by Jobu Tupaki, formerly Alpha Joy. Her mind was splintered after Alpha Evelyn pushed her to extensively verse-jump; Jobu Tupaki now experiences all universes at once and can verse-jump and manipulate matter at will. With her godlike power she has created a black hole-like ""everything bagel""[b] that can potentially destroy the multiverse.

Evelyn is given verse-jumping technology to fight Jobu Tupaki's verse-jumping minions, who begin converging in the IRS building. Evelyn learns of Waymond's plans to divorce her and discovers other lives where she made different choices and flourished, such as by becoming a kung fu master and movie star instead of leaving China with Waymond, who becomes a successful businessman. Alpha Waymond comes to believe that Evelyn, as the greatest failure of all Evelyns of the multiverse, has the untapped potential to defeat Jobu Tupaki. Alpha Gong Gong instructs Evelyn to kill Joy to hinder Jobu Tupaki, but Evelyn refuses. She decides she must face Jobu Tupaki by gaining the same powers as her, so she verse-jumps repeatedly while battling Jobu Tupaki's minions and Alpha Gong Gong's soldiers. After the battle, Alpha Waymond is killed by Jobu Tupaki in the Alphaverse and Evelyn's mind overloads.

Part 2: Everywhere
Evelyn's mind splinters and she discovers other, bizarre universes, including one in which humans have hot dogs for fingers and she is in a romantic relationship with Deirdre, and another where she works alongside a teppanyaki chef who is secretly puppeteered by a raccoon. She learns that Jobu Tupaki created the everything bagel not to destroy everything, but to destroy herself, and has been searching for an Evelyn who can understand her. Jobu Tupaki feels that because there are so many vast universes and unending chaos, nothing truly matters.

In other universes, the Wangs are about to lose the laundromat due to tax errors, and businessman Waymond rejects movie star Evelyn after decades apart. Evelyn is nearly swayed to Jobu Tupaki's cause and stabs her universe's Waymond. She almost joins Jobu Tupaki in entering the bagel, but stops when she hears Waymond's calls to be kind and have hope. Evelyn defeats Alpha Gong Gong and Jobu Tupaki's fighters by using her multiverse knowledge to find what is hurting each of them and gives them happiness. Evelyn reaches Jobu Tupaki and tells her that she is not alone and that Evelyn will always choose to be with her, despite everywhere else she could be. Meanwhile, in a parallel universe, Evelyn confronts Gong Gong and reconciles with Waymond and Joy, and Waymond convinces Deirdre to let the Wangs redo their taxes. Jobu Tupaki initially rejects Evelyn, but returns to her, and they embrace.

Part 3: All at Once
Shortly thereafter, the family's relationships and lives have improved; Becky is now regarded as a part of the family, Waymond and Evelyn share a brief but romantic moment for the first time in a long while, and they return to the IRS building on a second chance to file their taxes. As Deirdre talks, Evelyn's attention is momentarily drawn to her alternate selves and the multiverse, before she grounds herself back in her home universe."
2,The Batman,2022,7.9,72,511352,176,"Action, Crime, Drama            ","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,Robert Pattinson,Zoë Kravitz,Jeffrey Wright,Colin Farrell,as Bruce Wayne,as Selina Kyle,as Lt. James Gordon,as Oz,"https://m.media-amazon.com/images/M/MV5BNzk0MDQ5OTUxMV5BMl5BanBnXkFtZTcwMDM5ODk5Mg@@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BM2NmMWViOTYtOGJhYi00MzU2LWI5ODYtOGJhYzhkMWViODY5XkEyXkFqcGdeQXVyNjk2NTA3MTc@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjI1NDYyNzk4OV5BMl5BanBnXkFtZTgwNDAyMzI1MDI@._V1_UY317_CR131,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTg4NzM5NDk0MV5BMl5BanBnXkFtZTcwNzAzMTUxNw@@._V1_UY317_CR3,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0716257/,https://www.imdb.com/name/nm1500155?ref_=tt_cl_t_1,https://www.imdb.com/name/nm2368789?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0942482?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0268199?ref_=tt_cl_t_4,https://imdb.com/title/tt1877830/,"https://m.media-amazon.com/images/M/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZ4KqjFgtRUMR-t60yMhAZ_U8GUf8CQqzTY1HHhzWaD9O_fn8p9Kc8SHH9zw&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlbrP1IyAH7ZsVfd-526MSu1lSvnt7LLw9JPa2ScjmPZMkgOfXHGou5plogDg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSd2PS74__eSQYqCQYemF_dZa8C3KScmR7UqOSC126I6pvMIZnLju0umVlRNQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROPxZG3EQmGAmGT_QkrZz5ohsA31dhCK3ovpz_pe97sHAIDVOOqeIiwEM0bg&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9tJ5vCrBr8KwPzdD-nJNLfQZJLn6266FKB-j0waTNygZrqT-Tyo73zpaM1YE&s,https://youtu.be/mqqft2x_Aa4,https://www.youtube.com/embed/mqqft2x_Aa4,"Mar 4, 2022",,"On Halloween, Gotham City mayor Don Mitchell Jr. is murdered by a masked psychopath calling himself the Riddler. Reclusive billionaire Bruce Wayne, who has operated for two years as the vigilante Batman, investigates the murder alongside the Gotham City Police Department (GCPD). Lieutenant James Gordon discovers a message that the Riddler left for Batman. The following night, the Riddler kills commissioner Pete Savage and leaves another message for Batman.

Batman and Gordon discover that the Riddler left a thumb drive in Mitchell's car containing images of Mitchell with a woman, Annika Kosolov, at the Iceberg Lounge—a nightclub operated by the Penguin, mobster Carmine Falcone's lieutenant. While the Penguin pleads ignorance, Batman notices that Selina Kyle, Annika's roommate and lover, works at the club as a waitress. When Annika disappears, Batman sends Selina back to the Iceberg Lounge for answers and discovers that Savage was on Falcone's payroll, as is district attorney Gil Colson.

The Riddler abducts Colson, straps a timed collar bomb to his neck, and sends him to interrupt Mitchell's funeral. When Batman arrives, the Riddler calls him via Colson's phone and threatens to detonate the bomb if Colson cannot answer three riddles. Colson refuses to answer the third—the name of the informant who gave the GCPD information that led to a historic drug bust ending mobster Salvatore Maroni's operation—and dies. Batman and Gordon deduce that the informant may be the Penguin and track him to a drug deal. They discover that Maroni's operation transferred to Falcone, with many corrupt GCPD officers involved. Selina inadvertently exposes them when she arrives to steal money and discovers Annika's corpse in a car trunk. After a car chase, Batman captures the Penguin but learns he is not the informant.

Batman and Gordon follow the Riddler's trail to the ruins of an orphanage funded by Bruce's murdered parents, Thomas and Martha Wayne, where they learn that the Riddler holds a grudge against the Wayne family. Bruce's butler and caretaker, Alfred Pennyworth, is hospitalized after opening a letter bomb addressed to Bruce. The Riddler leaks evidence that Thomas, who was running for mayor before he was murdered, hired Falcone to kill a journalist for threatening to reveal details about Martha and her family's history of mental illness. Bruce, who grew up believing his father was morally upstanding, confronts Alfred, who maintains that Thomas only asked Falcone to threaten the journalist into silence; Thomas planned to turn himself and Falcone over to the police once he found out Falcone murdered the journalist instead. Alfred believes that Falcone had Thomas and Martha killed to prevent this.

Selina reveals to Batman that Falcone is her neglectful father. She decides to kill him after learning that he strangled Annika because Mitchell told her that Falcone was the informant. Batman and Gordon arrive in time to stop her, but the Riddler kills Falcone as he is being arrested. The Riddler is unmasked as forensic accountant Edward Nashton and is incarcerated in Arkham State Hospital, where he tells Batman he took inspiration from him when targeting the corrupt. Batman learns that Nashton has stationed car bombs around Gotham and cultivated an online following that plans to assassinate mayor-elect Bella Reál.

The bombs destroy the seawall around Gotham and flood the city. Nashton's followers attempt to kill Reál but are stopped by Batman and Selina. In the aftermath, Nashton befriends another inmate,[a] while Selina deems Gotham beyond saving and leaves. Batman aids recovery efforts and vows to inspire hope in Gotham."
3,Hustle,2022,7.4,68,34874,117,"Comedy, Drama, Sport            ",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,Jeremiah Zagar,Adam Sandler,Queen Latifah,Juancho Hernangomez,Ben Foster,as Stanley Sugerman,as Teresa Sugerman,as Bo Cruz,as Vince Merrick,"https://m.media-amazon.com/images/M/MV5BMjQyNzM2MjM1Ml5BMl5BanBnXkFtZTcwMDE5NjI3Mg@@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjAwNjkxNzkyMF5BMl5BanBnXkFtZTcwNTQ1MTMyMw@@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMzg3ZGM4ZmItZmMzZi00ZDk3LWJiYjItNTgzMzAzN2EwNmMwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR29,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjQ0MzI2MTExMl5BMl5BanBnXkFtZTgwNjM4NjI0NjM@._V1_UY317_CR13,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1476102/,https://www.imdb.com/name/nm0001191?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0001451?ref_=tt_cl_t_2,https://www.imdb.com/name/nm12373736?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0004936?ref_=tt_cl_t_4,https://imdb.com/title/tt8009428/,"https://m.media-amazon.com/images/M/MV5BYjdhYTE3NjMtZjI3OC00NzVlLWFiNTUtNzQ3NDNiNTI3NDg4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShIfS-OA2ADjJ-mgIuSpfGnB4Fl6CmUg9fST8rXpIScJ3Rc4nWaIsUlWPYVzA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWnKtoq5W-14otZQ2XPIAOqglUjSVI7GLePzGsB9zNox4n8FIQiKFtnYV-OQ&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSM2w1e3fP5q6u84l5Spv-GI9255RKEdLMPiY7GPg4G4ldebWf9_f4C4eAhLA&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEgxkI-ACa4YlIyvuAVkyn7eXqpcKrZZsenqKUxQWBwd1QejFQQq5Og-F0194&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ507vbBJAdchHiiHSFMFJe3IAbBPvHRe8-_gZjUWX6zj04LFClreQYrD0XGA&s,https://youtu.be/nM4iy0reaCA,https://www.youtube.com/embed/nM4iy0reaCA,"Jun 8, 2022",,"Stanley Sugerman, a jaded international scout for the Philadelphia 76ers of the NBA, lives life on the road searching for future stars. His frequent travel takes a toll on his wife Teresa and daughter Alex. While he is liked by 76ers owner Rex Merrick, he clashes with Rex's son Vincent. Rex promotes Stanley to assistant coach, allowing him to remain at home with his family. The same evening, however, Rex dies, leaving Vince in charge.

Three months later, Vince demotes Stanley again to scout, sending him overseas to find a new star. Meeting with his former college teammate Leon Rich, he encourages him to leave the 76ers and also become a player agent. When Stanley's plan to scout another player in Spain falls through, watching a local pick-up game, he is stunned by an incredibly talented unknown player.

Stanley attempts to speak with the man, Bo Cruz, but is rebuffed until he makes a Facetime call to Dirk Nowitzki to prove his legitimacy. Bo and his mother Paola recount his life story: he was a talented player from an early age and was invited to play in America at age 15, but stayed in Spain after his girlfriend became pregnant with his daughter Lucia. Bo now works construction and makes extra money hustling at basketball.

After an impressive workout with members of the Spanish national team, Stanley urges the 76ers front office to sign Cruz immediately, but Vincent is unconvinced. Taking matters into his own hands, he pays to bring Cruz to the US, telling him he will be signed by the Sixers or enter the NBA draft. At the airport, Bo is detained for an aggravated assault conviction he received in Spain. He is released, but warned that he could be deported if he were to be arrested in America.

Stanley takes Bo to play at a showcase organized by Leon, which is also attended by the presumptive second overall pick Kermit Wilts. Stanley advises Bo that if he shuts down Wilts, it will significantly raise his stock with the Sixers. During the workout, Cruz shows flashes of talent, but struggles on offense and at guarding Wilts, who trash talks him and throws him off his game.

When Vince passes on Bo, Stanley quits the 76ers to prepare Cruz for the NBA Draft Combine six weeks away. Telling Bo his only weakness is his sensitivity, he builds on his mental toughness. Teresa and Alex assist with the training by preparing meals and taping workouts. Bo improves dramatically through Stanley's coaching, but Leon can't get him into the Draft Combine after Vince spreads information about Bo's assault charge.

Furious at Stanley, Bo eventually reveals the charge stemmed from a fight with Lucia's mother's boyfriend after she tried to claim sole custody of Lucia. Stanley admits his injured hand was from a drunk driving accident while in college, derailing his basketball team's season and putting him in jail for six months. Their trust renewed, Stanley works tirelessly to get Bo into the combine, without success.

To create interest, the Sugermans enlist Julius Erving to create a viral video of ""the Boa Challenge"", where people, including 76ers player Tobias Harris, attempt to score on Bo for money. Cruz is eventually accepted into the combine, and Stanley flies Lucia and Paola to the US to support him. Bo impresses in the physical elements of the combine, but faces off with Wilts again in a five-on-five exhibition game. He initially performs well, but Kermit begins talking trash about Bo's daughter and mother, so he eventually breaks, pushing Wilts down, and storming out.

Both Stanley and Bo think their journey is over. At the airport for Bo's flight back to Spain, Leon calls about a private game for players and front office members that Bo and Kermit have both been invited to. Playing without pressure, Cruz locks down Wilts defensively and demonstrates his offensive abilities. Rex's daughter Kat, who recognizes Stanley's talent, reveals she is taking over from Vince and rehires him as an assistant coach.

Five months later, the 76ers and Boston Celtics tip off for a game against each other with Stanley now the assistant coach of the 76ers and Bo playing for the Boston Celtics."
